"Name","Title","Type","Revision","Class","Lifecycle State","Scanned In","Checked Out?","Modified Date","Owner Name"
"SPE003832,B,2,0062 Megadyne Product Master Data Specification","0062 Megadyne Product Master Data Specification","Product Master Data Specification","B","Specification","Released"," ","NO","08/25/2020 14:13:53:480","Release"
"SPE003832,A,2,0062 Megadyne Product Master Data Specification","0062 Megadyne Product Master Data Specification","Product Master Data Specification","A","Specification","Released"," ","NO","08/25/2020 14:13:51:276","Release"





