Name,Title,Type,Revision,Class,Lifecycle State,Scanned In,Checked Out?,Modified Date,Owner Name
"SPE003838,B,2,0085 Megadyne Product Master Data Specification",0085 Megadyne Product Master Data Specification,Product Master Data Specification,B,Specification,Released, ,NO,08/25/2020 14:13:53:808,Release
"SPE003838,A,2,0085 Megadyne Product Master Data Specification",0085 Megadyne Product Master Data Specification,Product Master Data Specification,A,Specification,Released, ,NO,08/25/2020 14:13:51:776,Release
