"Name","Title","Type","Revision","Class","Lifecycle State","Scanned In","Checked Out?","Modified Date","Owner Name"
"SPE003830,B,2,0055 Megadyne Product Master Data Specification","0055 Megadyne Product Master Data Specification","Product Master Data Specification","B","Specification","Released"," ","NO","08/25/2020 14:13:53:167","Release"
"SPE003830,A,2,0055 Megadyne Product Master Data Specification","0055 Megadyne Product Master Data Specification","Product Master Data Specification","A","Specification","Released"," ","NO","08/25/2020 14:13:50:276","Release"





